time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-27 00:00:00+00:00,1.0,1.0,11,8
2025-02-28 00:00:00+00:00,,,3,3
2025-03-01 00:00:00+00:00,1.0,1.0,4,4
2025-03-02 00:00:00+00:00,2.0,2.0,3,1
2025-03-03 00:00:00+00:00,1.0,1.0,90,11
2025-03-04 00:00:00+00:00,1.0,1.0,54,9
2025-03-05 00:00:00+00:00,,,32,10
2025-03-06 00:00:00+00:00,1.0,1.0,19,5
2025-03-07 00:00:00+00:00,,,8,4
2025-03-08 00:00:00+00:00,,,2,2
2025-03-09 00:00:00+00:00,1.0,1.0,34,4
2025-03-10 00:00:00+00:00,2.0,2.0,17,8
2025-03-11 00:00:00+00:00,1.0,1.0,47,6
2025-03-12 00:00:00+00:00,,,22,8
